id,goals,expectedGoals,bigChancesMissed,successfulDribbles,successfulDribblesPercentage,totalShots,shotsOnTarget,shotsOffTarget,blockedShots,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,hitWoodwork,offsides,penaltyConversion,setPieceConversion,rating,tackles,interceptions,penaltyConceded,clearances,errorLeadToGoal,errorLeadToShot,ownGoals,dribbledPast,cleanSheet,bigChancesCreated,assists,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,passToAssist,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,possessionLost,appearances,matchesStarted,saves,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,team,name,position,value
16,0,0.03,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,1,0,0,0,4,3,7,57.14,1,3,1,0,0,0,0,0,0,0,0,1,33.33,0,0,1,33.33,21,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,real-madrid,gonzalo-garcia,F,1000000
17,1,0.28,0,10,55.56,5,2,2,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.61,4,3,0,0,0,0,0,3,0,0,0,73,34,107,68.22,24,53,26,2,4,21.05,6,50,0,2,0,23,44.23,4,57.14,27,45.76,242,9,9,10,84,13,1,0,0,0,0,0,4,2,0,0,0,0,0,cadiz,brian-ocampo,F,930000
19,0,0.03,0,2,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51,12,3,0,8,0,1,0,3,0,0,0,134,17,151,88.74,80,54,20,0,0,0,5,55.56,0,3,0,18,62.07,4,44.44,22,57.89,331,4,6,2,24,8,3,0,0,0,0,0,8,2,0,0,0,0,0,sevilla,tanguy-nianzou,D,2900000
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,4,2,6,66.67,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,deportivo-alaves,tomas-mendes,M,210000
22,0,0.08,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,1,0,0,0,0,0,0,0,0,0,18,5,23,78.26,6,12,6,0,0,0,0,0,0,0,0,0,0,1,100,1,25,26,0,1,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,real-madrid,nico-paz,M,16200000
23,0,0.53,0,1,50,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,29,11,0,90,0,1,0,14,7,1,1,828,199,1027,80.62,534,294,75,6,0,0,90,41.86,0,3,2,34,52.31,26,50.98,60,51.72,1870,4,15,1,218,22,22,0,0,0,0,0,22,1,0,0,0,0,0,cadiz,victor-chust,D,2100000
24,0,0.29,0,13,48.15,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,12,0,0,10,0,0,0,7,1,1,0,192,47,239,80.33,104,93,49,6,5,27.78,7,38.89,0,1,0,29,49.15,6,46.15,35,48.61,640,4,2,7,106,12,6,0,0,0,0,0,12,0,0,0,0,0,0,rayo-vallecano,andrei-ratiu,D,3700000
25,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,4,1,5,80,0,4,2,0,0,0,1,50,0,0,0,1,100,0,0,1,50,13,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,villarreal,jorge-pascual,F,1300000
26,0,0.01,0,6,66.67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6,1,0,3,1,0,0,3,0,0,0,75,23,98,76.53,46,30,8,1,1,12.5,5,33.33,0,1,0,12,52.17,2,50,14,51.85,241,0,3,2,41,4,3,0,0,0,0,0,6,0,0,0,0,0,0,granada,wilson-manafa,D,1200000
27,1,2.24,3,21,77.78,28,9,9,10,3.57,0,0,0,6,0,1,0,0,0,1,1,8,0,0,7.17,15,7,0,2,0,0,0,5,1,4,2,461,87,548,84.12,118,361,219,30,18,32.14,12,57.14,0,1,0,71,57.72,10,47.62,81,56.25,1049,35,22,23,205,19,10,0,0,0,0,0,13,2,0,0,0,0,0,real-betis,nabil-fekir,M,10800000
28,0,0.62,1,11,39.29,16,5,9,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,7.05,57,32,0,9,0,0,0,19,1,2,1,976,184,1160,84.14,354,653,277,30,31,30.39,101,63.13,1,6,0,97,51.05,28,52.83,125,51.44,2123,29,43,17,324,27,25,0,0,0,0,0,32,4,0,0,0,0,0,getafe,luis-milla,M,3200000
